exchange_timestamp,mid_price,ask_price_1,ask_qty_1,bid_price_1,bid_qty_1,ask_price_2,ask_qty_2,bid_price_2,bid_qty_2,ask_price_3,ask_qty_3,bid_price_3,bid_qty_3,ask_price_4,ask_qty_4,bid_price_4,bid_qty_4,ask_price_5,ask_qty_5,bid_price_5,bid_qty_5,ask_price_6,ask_qty_6,bid_price_6,bid_qty_6,ask_price_7,ask_qty_7,bid_price_7,bid_qty_7,ask_price_8,ask_qty_8,bid_price_8,bid_qty_8,ask_price_9,ask_qty_9,bid_price_9,bid_qty_9,ask_price_10,ask_qty_10,bid_price_10,bid_qty_10
1784625639520000000,0.073485,0.07349,731911,0.07348,616655,0.0735,1681699,0.07347,821008,0.07351,1433671,0.07346,1190541,0.07352,939479,0.07345,1807933,0.07353,1209980,0.07344,1921413,0.07354,741112,0.07343,729862,0.07355,1155737,0.07336,858979,0.07356,798708,0.07329,865958,0.07357,819971,0.07322,682584,0.0736,857219,0.07315,529315
1784625639926000000,0.073485,0.07349,799852,0.07348,616655,0.0735,1681699,0.07347,821008,0.07351,1433671,0.07346,1176194,0.07352,939479,0.07345,1807933,0.07353,1209980,0.07344,1918913,0.07354,741112,0.07343,732362,0.07355,1155737,0.07336,858979,0.07356,798708,0.07329,865958,0.07357,819971,0.07322,682584,0.0736,857219,0.07315,529315
1784625640185000000,0.073485,0.07349,731921,0.07348,616655,0.0735,1681699,0.07347,821008,0.07351,1433671,0.07346,1190532,0.07352,939479,0.07345,1807933,0.07353,1209980,0.07344,1918913,0.07354,741112,0.07343,732362,0.07355,1155737,0.07336,858979,0.07356,798708,0.07329,865958,0.07357,819971,0.07322,682584,0.0736,857219,0.07315,529315
1784625640422000000,0.073485,0.07349,731926,0.07348,616545,0.0735,1681699,0.07347,821008,0.07351,1433671,0.07346,1190532,0.07352,939479,0.07345,1807933,0.07353,1209980,0.07344,1918913,0.07354,741112,0.07343,732362,0.07355,1155737,0.07336,858979,0.07356,798708,0.07329,865958,0.07357,819971,0.07322,682584,0.0736,857219,0.07315,529315
1784625640590000000,0.073485,0.07349,800451,0.07348,616550,0.0735,1681699,0.07347,821008,0.07351,1433671,0.07346,1190532,0.07352,939479,0.07345,1807933,0.07353,1209980,0.07344,1918913,0.07354,741112,0.07343,732362,0.07355,1155737,0.07336,858979,0.07356,798708,0.07329,865958,0.07357,819971,0.07326,1704332,0.0736,857219,0.07323,1521016
1784625640728000000,0.073485,0.07349,715131,0.07348,616550,0.0735,1681699,0.07347,821008,0.07351,1433671,0.07346,1190532,0.07352,939479,0.07345,1807933,0.07353,1209980,0.07344,1918913,0.07354,741112,0.07343,732362,0.07355,1155737,0.07336,858979,0.07356,798708,0.07329,865958,0.07357,819971,0.07326,1704332,0.0736,857219,0.07323,1521016
1784625640962000000,0.073485,0.07349,715131,0.07348,616550,0.0735,1683399,0.07347,821008,0.07351,1433671,0.07346,1190532,0.07352,939479,0.07345,1807933,0.07353,1209980,0.07344,1918913,0.07354,741112,0.07343,732362,0.07355,1155737,0.07336,858979,0.07356,797009,0.07329,865958,0.07357,819971,0.07326,1704332,0.0736,857219,0.07323,1521016
1784625641419000000,0.073485,0.07349,937033,0.07348,604520,0.0735,1683399,0.07347,821008,0.07351,1459538,0.07346,1190532,0.07352,1065565,0.07345,1807933,0.07353,1209980,0.07344,1918913,0.07354,631021,0.07343,732362,0.07355,1045818,0.07336,858979,0.07356,686837,0.07329,865958,0.07357,819971,0.07326,1704332,0.0736,857219,0.07323,1521016
1784625641563000000,0.073485,0.07349,937893,0.07348,604370,0.0735,1683399,0.07347,821008,0.07351,1459538,0.07346,1190532,0.07352,1065565,0.07345,1807933,0.07353,1209980,0.07344,1918913,0.07354,631021,0.07343,732362,0.07355,1045818,0.07336,858979,0.07356,686837,0.07329,865958,0.07357,819971,0.07326,1704332,0.0736,857219,0.07323,1521016
1784625641781000000,0.073485,0.07349,1022963,0.07348,213381,0.0735,1682461,0.07347,821885,0.07351,1462938,0.07346,1183721,0.07352,1062165,0.07345,1806907,0.07353,1209980,0.07344,1918913,0.07354,631021,0.07343,739176,0.07355,1045818,0.07342,1097020,0.07356,686837,0.07341,1072121,0.07357,819971,0.07336,858979,0.0736,857219,0.07329,865958
1784625641871000000,0.073485,0.07349,1022963,0.07348,213381,0.0735,1682461,0.07347,821885,0.07351,1547453,0.07346,1183721,0.07352,1062165,0.07345,1806907,0.07353,1209980,0.07344,1918913,0.07354,631021,0.07343,739176,0.07355,1045818,0.07342,1097020,0.07356,686837,0.07341,1072121,0.07357,819971,0.07336,858979,0.0736,857219,0.07329,865958
1784625642013000000,0.073485,0.07349,1022894,0.07348,213312,0.0735,1682461,0.07347,821885,0.07351,1547453,0.07346,1183721,0.07352,1062165,0.07345,1806907,0.07353,1209980,0.07344,1918913,0.07354,631021,0.07343,739176,0.07355,1045818,0.07342,1097020,0.07356,686837,0.07341,1072121,0.07357,819971,0.07336,858979,0.0736,857219,0.07329,865958
1784625642101000000,0.073485,0.07349,1026845,0.07348,213312,0.0735,1682461,0.07347,821885,0.07351,1547453,0.07346,1183721,0.07352,1062165,0.07345,1806907,0.07353,1209980,0.07344,1918913,0.07354,631021,0.07343,739176,0.07355,1045818,0.07342,1091605,0.07356,686837,0.07341,1072121,0.07357,819971,0.07336,858979,0.0736,857219,0.07329,865958
